hotel_name;location;price;review_date;rating;is_luxury_hotel;review;distance_from_city_center;check_in_time;check_out_time;number_of_rooms;availability;rating_from_guests;hotel_facilities;label
The Grand Palace;Paris;382.07;2024-10-13;5;0;Very disappointing stay at The Grand Palace in Paris. The room was not clean and the service was awful. Would not recommend!;2299;14:45;10:0;141;0;3.7;Air Conditioning, Restaurant, Wi-Fi, Gym, Free Parking;0
Luxe Hotel & Spa;Berlin;243.4;2024-05-10;4;0;Stay at Luxe Hotel & Spa in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;3084;13:0;10:0;199;0;4.4;Swimming Pool, Restaurant, Wi-Fi, Spa, Gym;0
Golden Sands Resort;Jerusalem;258.64;2024-11-11;5;0;Stay at Golden Sands Resort in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;3175;15:0;10:0;42;1;3.3;Spa, Free Parking, Wi-Fi;0
Mountain View Inn;Dubai;414.44;2024-03-04;5;0;Very disappointing stay at Mountain View Inn in Dubai. The room was not clean and the service was awful. Would not recommend!;4450;14:45;11:30;185;0;3.3;Spa, Restaurant, Free Parking, Gym;0
Golden Sands Resort;Dubai;376.77;2024-08-25;4;0;Very disappointing stay at Golden Sands Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;4950;15:45;10:0;130;1;4.0;Spa, Free Parking, Gym;0
Crystal Waters Resort;Tel Aviv;230.9;2024-10-11;2;0;Stay at Crystal Waters Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;942;14:30;11:30;67;1;3.7;Spa, Restaurant, Air Conditioning;0
Mountain View Inn;Tel Aviv;107.12;2024-10-26;4;0;Very disappointing stay at Mountain View Inn in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;2063;13:30;11:30;20;0;4.6;Air Conditioning, Restaurant, Wi-Fi, Swimming Pool;0
Crystal Waters Resort;Rome;226.82;2024-08-17;1;0;Had an amazing stay at Crystal Waters Resort in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;2509;14:30;11:30;103;1;4.9;Spa, Free Parking, Restaurant, Swimming Pool, Wi-Fi, Gym;0
Mountain View Inn;London;477.44;2024-10-22;4;0;Stay at Mountain View Inn in London was okay. The room was decent, but nothing special. It was a fine experience overall.;4760;12:0;10:0;139;1;4.7;Free Parking, Swimming Pool, Restaurant;0
Luxe Hotel & Spa;Dubai;116.16;2024-03-06;3;0;Had an amazing stay at Luxe Hotel & Spa in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;1519;12:0;10:0;122;1;4.4;Free Parking, Restaurant, Gym, Spa;0
Golden Sands Resort;London;122.28;2024-03-18;5;0;Had an amazing stay at Golden Sands Resort in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4853;12:0;11:0;189;0;4.4;Gym, Wi-Fi, Air Conditioning;0
The Grand Palace;New York;80.89;2024-09-08;5;0;Stay at The Grand Palace in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;4345;12:30;10:30;196;1;4.1;Free Parking, Restaurant, Spa;0
Ocean Breeze Resort;Dubai;240.48;2024-03-06;2;0;Very disappointing stay at Ocean Breeze Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;870;12:30;11:0;76;1;4.1;Wi-Fi, Swimming Pool, Free Parking, Air Conditioning, Gym, Restaurant;0
Luxe Hotel & Spa;Rome;499.87;2024-05-15;1;0;Very disappointing stay at Luxe Hotel & Spa in Rome. The room was not clean and the service was awful. Would not recommend!;3041;13:45;11:30;103;1;3.1;Wi-Fi, Restaurant, Air Conditioning, Free Parking;0
Luxe Hotel & Spa;Jerusalem;67.93;2024-10-06;2;0;Very disappointing stay at Luxe Hotel & Spa in Jerusalem. The room was not clean and the service was awful. Would not recommend!;4359;14:0;11:30;178;0;3.9;Wi-Fi, Spa, Free Parking, Restaurant, Swimming Pool, Gym;0
Crystal Waters Resort;Tel Aviv;161.67;2024-02-19;2;0;Had an amazing stay at Crystal Waters Resort in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;749;15:45;10:0;98;1;3.4;Restaurant, Swimming Pool, Spa, Gym, Air Conditioning;0
Heritage Grand Hotel;Tel Aviv;89.38;2024-12-03;4;0;Stay at Heritage Grand Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;2003;13:45;11:30;29;1;3.6;Swimming Pool, Free Parking, Wi-Fi, Restaurant, Air Conditioning, Spa;0
Luxe Hotel & Spa;New York;448.43;2024-09-01;3;0;Stay at Luxe Hotel & Spa in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;1823;12:0;10:0;113;1;3.0;Wi-Fi, Air Conditioning, Spa, Gym, Restaurant;0
The Grand Palace;Rome;152.45;2024-11-09;3;0;Very disappointing stay at The Grand Palace in Rome. The room was not clean and the service was awful. Would not recommend!;2432;14:30;11:30;152;1;4.0;Spa, Free Parking, Gym, Restaurant, Wi-Fi;0
Mountain View Inn;Tel Aviv;175.38;2024-12-06;4;0;Had an amazing stay at Mountain View Inn in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;4054;12:30;10:0;133;1;3.7;Restaurant, Air Conditioning, Free Parking, Gym, Swimming Pool, Wi-Fi;0
Imperial Heights Hotel;Rome;452.51;2024-08-07;2;0;Had an amazing stay at Imperial Heights Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;3604;13:0;11:30;21;0;4.6;Free Parking, Spa, Gym, Air Conditioning, Swimming Pool, Wi-Fi;0
Seaside Luxury Suites;Jerusalem;363.33;2024-06-10;3;0;Very disappointing stay at Seaside Luxury Suites in Jerusalem. The room was not clean and the service was awful. Would not recommend!;3465;15:0;10:30;26;1;3.7;Air Conditioning, Restaurant, Spa, Wi-Fi, Gym;0
Mountain View Inn;Berlin;492.19;2024-11-04;2;0;Stay at Mountain View Inn in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;2153;12:30;10:30;146;0;4.0;Spa, Wi-Fi, Swimming Pool, Air Conditioning, Gym, Restaurant;0
Blue Lagoon Resort;Dubai;300.51;2024-11-13;5;0;Very disappointing stay at Blue Lagoon Resort in Dubai. The room was not clean and the service was awful. Would not recommend!;1839;15:0;10:0;142;1;4.5;Air Conditioning, Wi-Fi, Free Parking, Gym;0
Skyline Retreat;Berlin;388.99;2024-10-27;2;0;Stay at Skyline Retreat in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;1781;12:0;11:30;79;1;4.1;Gym, Free Parking, Restaurant, Swimming Pool, Spa;0
The Grand Palace;London;184.02;2024-02-01;5;0;Had an amazing stay at The Grand Palace in London. The service was top-notch and the amenities were fantastic! Highly recommend!;4519;15:30;10:30;35;1;3.4;Free Parking, Wi-Fi, Spa;0
Seaside Luxury Suites;Dubai;358.13;2024-07-10;1;0;Very disappointing stay at Seaside Luxury Suites in Dubai. The room was not clean and the service was awful. Would not recommend!;3846;13:0;10:0;189;0;4.4;Free Parking, Spa, Wi-Fi;0
Imperial Heights Hotel;Rome;392.55;2024-09-11;2;0;Had an amazing stay at Imperial Heights Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;2275;12:30;10:30;78;0;4.6;Swimming Pool, Spa, Free Parking, Air Conditioning, Wi-Fi;0
Sunset Beach Resort;Paris;251.65;2024-11-10;1;0;Stay at Sunset Beach Resort in Paris was okay. The room was decent, but nothing special. It was a fine experience overall.;4087;13:0;10:0;122;0;3.1;Swimming Pool, Gym, Restaurant, Wi-Fi, Air Conditioning, Spa;0
Blue Lagoon Resort;Paris;239.87;2024-02-12;4;0;Had an amazing stay at Blue Lagoon Resort in Paris. The service was top-notch and the amenities were fantastic! Highly recommend!;3876;13:30;10:0;79;1;4.6;Free Parking, Air Conditioning, Swimming Pool;0
Imperial Heights Hotel;Dubai;57.16;2024-08-12;3;0;Had an amazing stay at Imperial Heights Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;890;12:0;10:0;171;1;3.8;Air Conditioning, Free Parking, Wi-Fi;0
Imperial Heights Hotel;Rome;140.55;2024-02-25;5;0;Stay at Imperial Heights Hotel in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;1343;15:45;11:0;96;0;4.5;Swimming Pool, Spa, Wi-Fi;0
Sunset Beach Resort;New York;205.34;2024-04-20;5;0;Very disappointing stay at Sunset Beach Resort in New York. The room was not clean and the service was awful. Would not recommend!;3642;15:0;10:30;198;0;3.5;Free Parking, Air Conditioning, Restaurant, Spa;0
Royal Park Hotel;Dubai;215.88;2024-12-03;3;0;Had an amazing stay at Royal Park Hotel in Dubai. The service was top-notch and the amenities were fantastic! Highly recommend!;2245;12:45;11:0;134;1;4.0;Restaurant, Wi-Fi, Free Parking, Gym, Air Conditioning;0
The Grand Palace;Tel Aviv;167.75;2024-04-15;2;0;Very disappointing stay at The Grand Palace in Tel Aviv. The room was not clean and the service was awful. Would not recommend!;1279;12:30;11:30;153;1;3.1;Swimming Pool, Free Parking, Wi-Fi;0
Heritage Grand Hotel;Jerusalem;358.98;2024-03-15;5;0;Had an amazing stay at Heritage Grand Hotel in Jerusalem. The service was top-notch and the amenities were fantastic! Highly recommend!;3910;14:0;11:30;180;1;3.5;Restaurant, Gym, Free Parking, Air Conditioning, Swimming Pool, Wi-Fi;0
Seaside Luxury Suites;New York;250.51;2024-02-07;5;1;Very disappointing stay at Seaside Luxury Suites in New York. The room was not clean and the service was awful. Would not recommend!;3051;13:0;10:30;43;1;4.4;Wi-Fi, Restaurant, Air Conditioning, Gym, Swimming Pool, Spa;1
Ocean Breeze Resort;Tel Aviv;207.43;2024-08-23;5;1;Stay at Ocean Breeze Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;1839;12:45;11:0;114;0;4.9;Free Parking, Spa, Restaurant, Gym, Air Conditioning, Wi-Fi;1
Mountain View Inn;Berlin;249.67;2024-08-20;5;1;Very disappointing stay at Mountain View Inn in Berlin. The room was not clean and the service was awful. Would not recommend!;4934;15:0;10:0;152;0;3.1;Restaurant, Free Parking, Swimming Pool, Spa, Wi-Fi;1
Heritage Grand Hotel;Rome;427.39;2024-01-01;3;1;Had an amazing stay at Heritage Grand Hotel in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;2093;14:0;11:0;55;1;4.6;Free Parking, Wi-Fi, Restaurant, Swimming Pool, Air Conditioning;0
Sunset Beach Resort;Berlin;347.75;2024-10-24;1;1;Stay at Sunset Beach Resort in Berlin was okay. The room was decent, but nothing special. It was a fine experience overall.;3592;12:0;11:0;188;1;4.1;Spa, Swimming Pool, Wi-Fi, Restaurant, Free Parking, Gym;0
Imperial Heights Hotel;Rome;308.95;2024-07-19;5;1;Very disappointing stay at Imperial Heights Hotel in Rome. The room was not clean and the service was awful. Would not recommend!;4426;13:30;11:0;91;0;4.5;Spa, Air Conditioning, Gym;1
Royal Park Hotel;Paris;426.12;2024-07-16;1;1;Very disappointing stay at Royal Park Hotel in Paris. The room was not clean and the service was awful. Would not recommend!;1742;12:0;11:30;147;0;4.6;Restaurant, Gym, Wi-Fi, Swimming Pool, Free Parking;0
Crystal Waters Resort;Rome;317.49;2024-07-08;5;1;Very disappointing stay at Crystal Waters Resort in Rome. The room was not clean and the service was awful. Would not recommend!;2905;15:45;11:0;74;1;3.6;Swimming Pool, Wi-Fi, Restaurant, Air Conditioning, Gym, Free Parking;1
Imperial Heights Hotel;Dubai;203.45;2024-01-23;1;1;Stay at Imperial Heights Hotel in Dubai was okay. The room was decent, but nothing special. It was a fine experience overall.;4052;15:45;11:30;132;0;3.7;Spa, Restaurant, Air Conditioning, Gym, Swimming Pool, Wi-Fi;0
Ocean Breeze Resort;New York;160.92;2024-08-22;5;1;Stay at Ocean Breeze Resort in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;3907;14:30;10:30;172;0;5.0;Free Parking, Air Conditioning, Spa;1
Ocean Breeze Resort;Rome;90.11;2024-03-09;5;1;Had an amazing stay at Ocean Breeze Resort in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;1192;13:0;10:30;83;1;4.6;Restaurant, Free Parking, Wi-Fi, Air Conditioning;1
The Grand Palace;New York;446.46;2024-01-13;1;1;Stay at The Grand Palace in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;1856;13:30;10:30;37;1;4.0;Air Conditioning, Free Parking, Spa, Wi-Fi;0
The Ritz Plaza;Rome;60.8;2024-09-18;1;1;Stay at The Ritz Plaza in Rome was okay. The room was decent, but nothing special. It was a fine experience overall.;3987;12:45;10:0;129;1;3.4;Air Conditioning, Spa, Free Parking, Swimming Pool, Restaurant;0
Heritage Grand Hotel;Rome;226.1;2024-05-11;3;1;Very disappointing stay at Heritage Grand Hotel in Rome. The room was not clean and the service was awful. Would not recommend!;2315;15:45;10:30;42;1;3.2;Air Conditioning, Free Parking, Gym, Wi-Fi, Swimming Pool, Spa;0
Seaside Luxury Suites;Paris;371.78;2024-08-11;2;1;Had an amazing stay at Seaside Luxury Suites in Paris. The service was top-notch and the amenities were fantastic! Highly recommend!;2179;14:45;10:30;32;1;3.7;Swimming Pool, Gym, Free Parking;0
Heritage Grand Hotel;Jerusalem;380.27;2024-06-20;5;1;Very disappointing stay at Heritage Grand Hotel in Jerusalem. The room was not clean and the service was awful. Would not recommend!;1963;14:30;10:0;55;0;4.9;Air Conditioning, Restaurant, Wi-Fi;1
Luxe Hotel & Spa;Jerusalem;490.31;2024-09-21;4;1;Stay at Luxe Hotel & Spa in Jerusalem was okay. The room was decent, but nothing special. It was a fine experience overall.;2914;13:45;10:30;72;0;3.4;Free Parking, Air Conditioning, Wi-Fi, Restaurant, Gym;1
Mountain View Inn;Paris;146.23;2024-03-27;5;1;Had an amazing stay at Mountain View Inn in Paris. The service was top-notch and the amenities were fantastic! Highly recommend!;4577;12:0;10:0;36;1;3.2;Free Parking, Air Conditioning, Restaurant, Gym;1
Ocean Breeze Resort;Tel Aviv;376.72;2024-11-27;2;1;Had an amazing stay at Ocean Breeze Resort in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;1627;13:45;11:0;177;0;4.8;Gym, Air Conditioning, Swimming Pool, Restaurant;0
Golden Sands Resort;Tel Aviv;141.3;2024-04-15;5;1;Stay at Golden Sands Resort in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;4407;14:0;10:0;183;0;4.6;Wi-Fi, Free Parking, Restaurant;1
Ocean Breeze Resort;Rome;109.91;2024-11-25;5;1;Had an amazing stay at Ocean Breeze Resort in Rome. The service was top-notch and the amenities were fantastic! Highly recommend!;680;13:45;10:0;107;0;3.7;Wi-Fi, Spa, Air Conditioning;1
Crystal Waters Resort;New York;466.83;2024-01-26;4;1;Stay at Crystal Waters Resort in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;3505;12:0;10:30;70;0;3.8;Gym, Swimming Pool, Air Conditioning, Spa, Free Parking, Wi-Fi;1
Urban Escape Hotel;London;450.93;2024-01-21;1;1;Had an amazing stay at Urban Escape Hotel in London. The service was top-notch and the amenities were fantastic! Highly recommend!;639;15:0;11:0;168;0;3.1;Air Conditioning, Wi-Fi, Swimming Pool, Spa, Free Parking;0
Skyline Retreat;New York;225.07;2024-10-10;1;1;Stay at Skyline Retreat in New York was okay. The room was decent, but nothing special. It was a fine experience overall.;4681;14:0;10:0;45;0;3.0;Gym, Air Conditioning, Swimming Pool;0
Blue Lagoon Resort;Tel Aviv;291.14;2024-02-04;3;1;Had an amazing stay at Blue Lagoon Resort in Tel Aviv. The service was top-notch and the amenities were fantastic! Highly recommend!;517;13:0;11:0;140;1;4.1;Restaurant, Wi-Fi, Air Conditioning, Free Parking, Spa;0
Mountain View Inn;Tel Aviv;297.46;2024-12-24;2;1;Stay at Mountain View Inn in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;1802;12:30;10:30;166;1;4.2;Spa, Free Parking, Swimming Pool, Air Conditioning, Wi-Fi, Restaurant;0
Sunset Beach Resort;Rome;79.3;2024-11-28;2;1;Very disappointing stay at Sunset Beach Resort in Rome. The room was not clean and the service was awful. Would not recommend!;2290;15:30;11:0;40;0;4.8;Free Parking, Gym, Swimming Pool;0
Urban Escape Hotel;Tel Aviv;444.64;2024-02-06;1;1;Stay at Urban Escape Hotel in Tel Aviv was okay. The room was decent, but nothing special. It was a fine experience overall.;3529;15:30;10:0;79;0;4.6;Wi-Fi, Restaurant, Air Conditioning, Spa;0
Mountain View Inn;New York;310.49;2024-02-03;3;1;Had an amazing stay at Mountain View Inn in New York. The service was top-notch and the amenities were fantastic! Highly recommend!;943;14:45;11:30;42;0;3.4;Air Conditioning, Wi-Fi, Restaurant, Free Parking, Swimming Pool, Gym;0
Urban Escape Hotel;Dubai;253.37;2024-05-17;4;1;Very disappointing stay at Urban Escape Hotel in Dubai. The room was not clean and the service was awful. Would not recommend!;1597;13:30;10:30;40;0;3.7;Gym, Free Parking, Spa, Swimming Pool, Wi-Fi;1
Blue Lagoon Resort;New York;456.01;2024-07-12;1;1;Very disappointing stay at Blue Lagoon Resort in New York. The room was not clean and the service was awful. Would not recommend!;2003;12:0;10:0;48;1;3.2;Gym, Air Conditioning, Free Parking, Spa, Wi-Fi;0
Mountain View Inn;Paris;53.77;2024-10-01;1;1;Very disappointing stay at Mountain View Inn in Paris. The room was not clean and the service was awful. Would not recommend!;4734;14:45;11:30;59;0;5.0;Restaurant, Wi-Fi, Free Parking, Swimming Pool, Spa;0
Royal Park Hotel;Paris;286.52;2024-11-23;3;1;Very disappointing stay at Royal Park Hotel in Paris. The room was not clean and the service was awful. Would not recommend!;1253;14:30;10:0;59;1;3.3;Free Parking, Air Conditioning, Restaurant;0
